title,score,critic,summary,score_critic,year
Grand Theft Auto: Liberty City Stories,78,Gamer 2.0,"If this is going to be your first GTA game you may want to skip this outing and start at the beginning of the GTA revolution, that being the Grand Theft Auto III.",73,06-Jun-06
Grand Theft Auto IV: The Lost and Damned,90,ZTGD,"The most important new thing is the heavy emphasis that is placed on bikes. You are after all part of a bike gang, and as such it never felt quite right to see Johnny driving a car.",95,17-Feb-09
Grand Theft Auto IV: The Ballad of Gay Tony,89,Game Revolution,"Lengthy, awesome story.",91,29-Oct-09
Grand Theft Auto IV: The Ballad of Gay Tony,89,GameShark,"I’ve always been fond of GTA for the story, as ludicrous as it may be, because it closely resembles all the great combat and intrigue of a summer blockbuster. What’s different about this is that, while full of gun, porn and explosions, there’s a complex and mature story beneath it all.",83,29-Oct-09
Grand Theft Auto IV: The Ballad of Gay Tony,89,IGN UK,"Like The Lost and Damned before it, The Ballad of Gay Tony redefines expectations of downloadable content, but this new episode does so much more beside. It’s the perfect send-off for one of this generation’s definitive titles, it takes the Grand Theft Auto IV experience and injects it with the spirit of the series’ past, resulting in a game that can be mentioned in the same breath as San Andreas or Vice City.",92,29-Oct-09
Grand Theft Auto: Liberty City Stories,78,null,"A damn fine game on the PS2, just as it was on PSP. [Issue 142, p.76]",90,06-Jun-06
Grand Theft Auto: Chinatown Wars,91,Modojo,"The PSP version of Chinatown Wars is still superior, due to the less clumsy controls and included soundtrack. However, if an iPhone is all you have, this definitely doesn't feel like a second rate effort.",80,18-Jan-10
Grand Theft Auto IV: The Lost and Damned,90,Talk Xbox,"Despite the questionable change to the graphical presentation, The Lost and Damned is a very well developed piece of content for one of the best games of last year.",93,17-Feb-09
Grand Theft Auto IV: The Lost and Damned,90,Game Informer,"The Lost and Damned makes me feel bad for PlayStation 3 owners everywhere. Gamers on the GTA hate train won’t find anything to change their minds here, but series fans shouldn’t miss this incredibly deep expansion pack.",90,17-Feb-09
Grand Theft Auto: Vice City 10th Anniversary Edition,80,Destructoid,"If you hate GTA games because you feel like they're too ""bland,"" Vice City is your gateway drug. It oozes more charm than pretty much any game in the series outside of possibly San Andreas (provided you're a fan of hip-hop culture for that entry), and the smaller scale of the city makes it a much more manageable affair. If you're curious about the franchise, this is a great starting point before GTA V hits next year.",75,06-Dec-12
Grand Theft Auto IV: The Lost and Damned,90,Planet Xbox 360,"We never would have guessed it but they actually pulled it off, driving a motorcycle in LATD is a whole lot better than it was in the original disc-based game and we found ourselves using them exclusively during the play session.",92,17-Feb-09
Grand Theft Auto IV: The Lost and Damned,90,Thunderbolt,"It boils down to this: if you have GTAIV on the Xbox 360, buy this expansion. If you don’t have it on the Xbox 360... apologies. In a perfect world, it’d be available on all platforms, but sadly, politics wins out.",90,17-Feb-09
Grand Theft Auto IV: The Lost and Damned,90,Destructoid,The Lost and Damned is a lot like the game which spawned it. Flawed in some areas but has a considerable amount of content  for the investment. The gameplay improvements are welcomed but this is essentially the same game.,80,17-Feb-09
Grand Theft Auto IV: The Lost and Damned,90,Impulsegamer,"At the end of the day, GTA IV: The Lost and the Damned is a great addon for the series and is not just a quick money making addition to the series but rather something substantial to this franchise.",88,17-Feb-09
Grand Theft Auto: Liberty City Stories,78,Game Revolution,"Liberty City Stories is unequivocally the lamest GTA to appear on the PS2, the first real blemish on its hitherto clean record, but that doesn’t make it a bad game.",67,06-Jun-06
Grand Theft Auto IV: The Ballad of Gay Tony,89,Gamer's Hell,"It may not be a ballad in the classical sense, but you're likely to find yourself singing praises for The Ballad of Gay Tony.",90,29-Oct-09
Grand Theft Auto: Vice City 10th Anniversary Edition,80,Vandal,"It's as good as always and solves the issues we experienced with GTA III. A great adaptation worth checking out, whether you've already played the original game or not.",90,06-Dec-12
Grand Theft Auto IV: The Lost and Damned,90,SpazioGames,"The Lost and Damned is not a traditional DLC, but a full expansion pack. With an average-action-shooter length and a full multiplayer, it's a sweet return to the Liberty City, from a different yet believable point of view. More than worth its 1200 MS, and a must-buy for every GTA fan.",90,17-Feb-09
Grand Theft Auto IV: The Lost and Damned,90,Meristation,"Live to ride, ride to live. Lost & Damned is finally out with a bunch of new goodies that'll take the DLCs to a new level compared to what we've seen so far on this generation of consoles. Johny Klebitz is a very interesting character that resembles the style of Niko Bellic --not much talking but definitely a lot of action in a complete and fully new GTA experience. New multiplayer modes, weapons, primary and secondary missions and hours of joy in a new benchmark for the DLC.",90,17-Feb-09
Grand Theft Auto IV: The Lost and Damned,90,Cynamite,"This is how DLC’s got to be. Over 20 new missions, new characters, new weapons and save points during missions (finally!) make this an extraordinary add on for an extraordinary game. Sadly it’s exclusive for 360.",100,17-Feb-09
Grand Theft Auto: Chinatown Wars,91,148Apps,"While Grand Theft Auto: Chinatown Wars for iPhone offers a similar experience to its console counterpart, it won't be the 3D graphic-intensive one you were probably hoping for. That said, the game combines the use of brilliant on-screen controls, immersive objects and environments, comic-like visuals, and supreme attention to detail throughout to bring the first version of the GTA franchise to iPhone.",90,18-Jan-10
Grand Theft Auto: Liberty City Stories,78,Yahoo!,"Liberty City Stories sticks to the roots of the GTA series -- albeit to a fault. Seasoned GTA players won't find much new, but those who don't already own the game on PSP won't kick themselves for throwing down a 20-spot on this.",70,06-Jun-06
Grand Theft Auto: Liberty City Stories,78,GamesRadar+,"There's no multiplayer, and other GTA games are bigger or have more famous voice actors and more well-known soundtracks. But $20 for a fairly fresh GTA game on PS2 seems amazingly fair to us.",90,06-Jun-06
Grand Theft Auto IV: The Ballad of Gay Tony,89,GamingXP,This ballad is a love song to Liberty City and you return with Gay Tony to this amazing town once again. You might see its intense lifestyle from a new angle.,91,29-Oct-09
Grand Theft Auto IV: The Lost and Damned,90,Extreme Gamer,"For 1600 MS points gamers will get a entirely new perspective on one of last years most engaging title. The Lost and Damned goes above the call of duty providing an excellent adventure back in the city that really never sleeps, Liberty City.",98,17-Feb-09
Grand Theft Auto: Liberty City Stories,78,null,Seems like a quick money grab from Rockstar.,59,06-Jun-06
Grand Theft Auto IV: The Ballad of Gay Tony,89,GameFocus,"Even though the gameplay doesn’t re-invent anything and the visuals aren’t as impressive as they once were, Rockstar manages to give you so much for such a little price that seeing past the little nuisances won’t be a difficult task. Both The Ballad of Gay Tony and the standalone disc Episodes from Liberty City are great expansions and we can’t do otherwise than recommend.",92,29-Oct-09
Grand Theft Auto: Liberty City Stories,78,Gaming Age,"Although a little something gets lost in translation from the small to big screen, LCS is nearly as good as it was on the PSP, and is undoubtedly a solid entry in the GTA timeline.",83,06-Jun-06
Grand Theft Auto IV: The Ballad of Gay Tony,89,Eurogamer Spain,"The Ballad of Gay Tony is much more entertaining than Lost & Damned, which should be enough praise for this great game.",80,29-Oct-09
Grand Theft Auto IV: The Ballad of Gay Tony,89,Gameplayer Sweden,The Ballad of Gay Tony is the colorful climax to the GTA4 trilogy and it really makes Rockstar's latest part in the series go out with a bang. Rockstar has really nailed the concept of episodic gaming.,80,29-Oct-09
Grand Theft Auto IV: The Ballad of Gay Tony,89,Game Informer,"While I preferred the tight-knit story of brotherhood and betrayal in The Lost and Damned, The Ballad of Gay Tony delivers more explosive weapons, death-defying missions, and off-the-wall characters. Don’t miss your chance to close out the GTA IV experience in style.",93,29-Oct-09
Grand Theft Auto IV: The Lost and Damned,90,GamerNode,"More Stone Cold than Easy Rider, and filled with enough pseudo-biker machismo to prove it, TLAD can't escape the vice-like grasp of GTAIV's juvenile form. TLAD consists of minor tweaks, but it's all essentially just more.",80,17-Feb-09
Grand Theft Auto IV: The Ballad of Gay Tony,tbd,Cheat Code Central,"The tone of the story is, after all, quite a departure from the franchise's
previous two outings. However, the amusing dialogue, fun gameplay, and delightfully absurd missions make this a must-buy for everyone, whether by download (in which case it requires a copy of GTA IV to run) or on disc with The Lost and Damned.",90,13-Apr-10
Grand Theft Auto IV: The Ballad of Gay Tony,89,GamesNation,"Grand Theft Auto IV The Ballad Of Gay Tony is a five-star add-on. The storyline is simply ravishing, some of the old graphics glicthes have been repaired and even the aim system has been finally improved. Actually, it would have deserved to be sold on shelves as a complete game, such is the amount of things to do.",87,29-Oct-09
